BR 0,0,0,0,0,1,28
BR 0,0,0,0,0,1,29
BR 0,0,0,0,0,1,30
BR 0,0,0,0,0,1,31
R 0,0,0,1,0,1,28
R 0,0,0,1,0,1,29
R 0,0,0,1,0,1,30
R 0,0,0,1,0,1,31
BW 0,0,0,1,0,1,28
BW 0,0,0,1,0,1,29
BW 0,0,0,1,0,1,30
BW 0,0,0,1,0,1,31
BR 0,0,0,0,0,1,32
BR 0,0,0,0,0,1,33
BR 0,0,0,0,0,1,34
BR 0,0,0,0,0,1,35
R 0,0,0,1,0,1,32
R 0,0,0,1,0,1,33
R 0,0,0,1,0,1,34
R 0,0,0,1,0,1,35
BW 0,0,0,1,0,1,32
BW 0,0,0,1,0,1,33
BW 0,0,0,1,0,1,34
BW 0,0,0,1,0,1,35
BR 0,0,0,0,0,1,36
BR 0,0,0,0,0,1,37
BR 0,0,0,0,0,1,38
BR 0,0,0,0,0,1,39
R 0,0,0,1,0,1,36
R 0,0,0,1,0,1,37
R 0,0,0,1,0,1,38
R 0,0,0,1,0,1,39
BW 0,0,0,1,0,1,36
BW 0,0,0,1,0,1,37
BW 0,0,0,1,0,1,38
BW 0,0,0,1,0,1,39
BR 0,0,0,0,0,1,40
BR 0,0,0,0,0,1,41
BR 0,0,0,0,0,1,42
BR 0,0,0,0,0,1,43
R 0,0,0,1,0,1,40
R 0,0,0,1,0,1,41
R 0,0,0,1,0,1,42
R 0,0,0,1,0,1,43
BW 0,0,0,1,0,1,40
BW 0,0,0,1,0,1,41
BW 0,0,0,1,0,1,42
BW 0,0,0,1,0,1,43
BR 0,0,0,0,0,1,44
BR 0,0,0,0,0,1,45
BR 0,0,0,0,0,1,46
BR 0,0,0,0,0,1,47
R 0,0,0,1,0,1,44
R 0,0,0,1,0,1,45
R 0,0,0,1,0,1,46
R 0,0,0,1,0,1,47
BW 0,0,0,1,0,1,44
BW 0,0,0,1,0,1,45
BW 0,0,0,1,0,1,46
BW 0,0,0,1,0,1,47
BR 0,0,0,0,0,1,48
BR 0,0,0,0,0,1,49
BR 0,0,0,0,0,1,50
BR 0,0,0,0,0,1,51
R 0,0,0,1,0,1,48
R 0,0,0,1,0,1,49
R 0,0,0,1,0,1,50
R 0,0,0,1,0,1,51
BW 0,0,0,1,0,1,48
BW 0,0,0,1,0,1,49
BW 0,0,0,1,0,1,50
BW 0,0,0,1,0,1,51
BR 0,0,0,0,0,1,52
BR 0,0,0,0,0,1,53
BR 0,0,0,0,0,1,54
BR 0,0,0,0,0,1,55
R 0,0,0,1,0,1,52
R 0,0,0,1,0,1,53
R 0,0,0,1,0,1,54
R 0,0,0,1,0,1,55
BW 0,0,0,1,0,1,52
BW 0,0,0,1,0,1,53
BW 0,0,0,1,0,1,54
BW 0,0,0,1,0,1,55
BR 0,0,0,0,0,1,56
BR 0,0,0,0,0,1,57
BR 0,0,0,0,0,1,58
BR 0,0,0,0,0,1,59
R 0,0,0,1,0,1,56
R 0,0,0,1,0,1,57
R 0,0,0,1,0,1,58
R 0,0,0,1,0,1,59
BW 0,0,0,1,0,1,56
BW 0,0,0,1,0,1,57
BW 0,0,0,1,0,1,58
BW 0,0,0,1,0,1,59
BR 0,0,0,0,0,1,60
BR 0,0,0,0,0,1,61
